mu_GeV,log10_mu,g1_SM,g1_GUT,g2,g3,alpha1_GUT,alpha2,alpha3,alpha1_inv_GUT,alpha2_inv,alpha3_inv
100.0,2.0,0.357,0.4608850181986826,0.652,1.221,0.016903448618432473,0.03382870146406854,0.1186373572570322,59.15952552484134,29.56069718082909,8.429048177746097
125.89254117941675,2.1,0.35746371431970303,0.4614836708112185,0.6513317639734438,1.2022270811662163,0.016947389581367798,0.03375939479900433,0.11501729489323569,59.0061375056495,29.621384090377504,8.694344628155667
158.48931924611142,2.2,0.3579289916549,0.4620843412680804,0.6506642688533751,1.184307288999549,0.016991535981054975,0.03369023592848148,0.11161406883661186,58.85283126345778,29.68219047568638,8.95944400578987
199.52623149688807,2.3000000000000003,0.3583958597307617,0.4626870653623098,0.6499975889422324,1.1671827219078996,0.017035891031971083,0.03362123230298032,0.10840962344080962,58.699600632764685,29.74310968106175,9.224273346415488
251.18864315095823,2.4000000000000004,0.3588643404776391,0.46329187140586814,0.6493317906080385,1.150797556516267,0.017080457412698796,0.033552390521767436,0.10538723205971158,58.54644145867726,29.804135694928814,9.488815489844233
316.22776601683825,2.5000000000000004,0.35933445592198926,0.46389878783478916,0.6486669357286354,1.135099943806378,0.01712523782393323,0.03348371669277199,0.10253174301233577,58.393349644608065,29.865262843293213,9.753077150748215
398.1071705534977,2.6000000000000005,0.35980622795738965,0.46450784291355984,0.6480030848146618,1.1200392038850713,0.01717023496678174,0.03341521675713614,0.09982896866069213,58.24032122650867,29.926485507128735,10.017132435765133
501.18723362727303,2.7000000000000006,0.3602796769210863,0.465119062897452,0.6473402888504939,1.105572740017677,0.01721545140674144,0.03334689564942538,0.0972668339157149,58.08735283051641,29.987798879780627,10.280996715350422
630.9573444801943,2.8000000000000007,0.3607548224170887,0.4657324730951329,0.6466785933349767,1.0916625708748768,0.017260889651579795,0.033278757718624714,0.09483463485371016,57.93444139818572,30.049198604560356,10.544670747586872
794.328234724283,2.900000000000001,0.3612316836244237,0.4663480982666198,0.6460180398869467,1.0782739081199126,0.01730655218049873,0.033210806896184726,0.09252270656442683,57.78158408275071,30.110680632540742,10.808157663477608
1000.000000000002,3.000000000000001,0.36171027953367374,0.4669659629286493,0.6453586717818974,1.0653748031834211,0.01735244146664861,0.033143047266820866,0.09032229798802527,57.628778170610744,30.17224071007764,11.071463218668084
1258.92541179417,3.100000000000001,0.36219063011013297,0.4675860928563052,0.6447005642829321,1.0529362995463463,0.01739856008884509,0.03307548617989942,0.08822554140138977,57.47602071053798,30.23387153134935,11.33458615403008
1584.8931924611175,3.200000000000001,0.3626727535667687,0.4682085115624272,0.6440437503246166,1.0409310268908998,0.01744491046993386,0.03300812661519211,0.0862251668358421,57.32330938146634,30.295569683731955,11.597542071490894
1995.262314968885,3.300000000000001,0.36315666656054035,0.4688332405510576,0.6433882266311206,1.029333649003037,0.017491494894670893,0.03294096783159755,0.08431454025072443,57.17064241917188,30.357335130899905,11.86035050450753
2511.8864315095875,3.4000000000000012,0.363642386520315,0.4694603023227668,0.6427340161365501,1.018121484034628,0.017538315733354858,0.03287401177130456,0.08248772760755742,57.01801787603653,30.419165356413586,12.123015495803054
3162.277660168389,3.5000000000000013,0.36412993013869754,0.47008971842761527,0.6420811249779966,1.0072730569953081,0.0175853752967339,0.032807258651270765,0.08073922395614568,56.86543409657729,30.48105940912761,12.385553774249304
3981.0717055349855,3.6000000000000014,0.3646193146411053,0.470721511103521,0.6414295782139958,0.996769309697644,0.017632675958354403,0.03274071061835906,0.07906412179343353,56.71288931764198,30.543014525752504,12.647961898731321
5011.8723362727405,3.7000000000000015,0.3651105570129519,0.4713557022785588,0.6407793948222485,0.9865921261391148,0.017680220080143107,0.032674369189747615,0.0774578478727556,56.56038191080627,30.605028491683154,12.910247669710069
6309.573444801956,3.8000000000000016,0.36560367422714635,0.47199231386465984,0.6401305968578942,0.9767251426282882,0.017728010034397362,0.03260823618916798,0.07591627157264924,56.40791031027829,30.667098772186478,13.172406643324608
7943.282347242846,3.9000000000000017,0.36609868309201166,0.472631367561276,0.6394832020703174,0.9671526864410055,0.017776048189092293,0.032542312993922504,0.0744355190209989,56.25547305917061,30.729223217377225,13.434446527038945
10000.00000000004,4.000000000000002,0.3665956003458487,0.4732728849774607,0.6388372276588368,0.9578603398623886,0.017824336917052725,0.032476600919002924,0.07301204610604896,56.1030687791415,30.791399706330516,13.69637002841304
12589.254117941713,4.100000000000001,0.36709444258368096,0.47391688753729705,0.638192687426935,0.9488345695998794,0.01787287858885837,0.03241110092836328,0.07164256634601088,55.95069619190397,30.85362642294233,13.958182279098114
15848.931924611174,4.200000000000001,0.36759522633825464,0.4745633965844687,0.6375495937968129,0.9400627215664621,0.0179216755807319,0.032345813841111924,0.07032403767155718,55.7983540933599,30.91590166542626,14.21988886176332
19952.62314968883,4.300000000000001,0.3680979680789172,0.47521243338081187,0.6369079576761749,0.9315330410484155,0.017970730274473025,0.03228074031874498,0.06905365385080682,55.64604135317055,30.978223861220243,14.481492929549246
25118.864315095823,4.4,0.36860268427046855,0.47586401918229176,0.6362677892163253,0.9232344881266177,0.018020045063255705,0.03221588094271522,0.06782880644093468,55.4937568962621,31.04059149517449,14.742998623612815
31622.776601683792,4.5,0.369109391427965,0.4765181753097544,0.6356290984236973,0.9151565183831821,0.01806962235707683,0.03215123627670643,0.06664704383159217,55.34149968598307,31.103003050756715,15.00441643783723
39810.71705534969,4.6,0.3696181059823213,0.47717492297541947,0.6349918934784351,0.9072895290376607,0.018119464569699782,0.03208680669680299,0.06550612860015177,55.18926876416905,31.165457175258148,15.265747211287389
50118.72336272715,4.699999999999999,0.37012884433109566,0.47783428334844363,0.6343561813661271,0.8996246924963989,0.01816957412367105,0.03202259245621778,0.06440400432122,55.03706323513741,31.227952620239257,15.526984859705648
